3	0	13	13	20	13	43	45	34	0	21	8	0	12	35	34	10	42	0	17	38	0	0	17	48	49	11	24	47	36	0	14	18	9	11	12	8	0	34	36	0	32	28	4	32	0	29	0	9	0	14	49	33	38	0	40	0	10	13	23	0	42	37	17	36	37	44	44	36	28	48	0	31	46	0	7	31	0	40	0	10	0	7	0	0	26	42	25	0	32	0	0	39	37	25	0	2	0	0	29	
34	4	12	17	8	40	20	1	38	1	49	33	7	46	23	48	0	48	32	15	40	47	34	0	33	31	13	26	38	35	0	19	12	21	48	13	3	39	30	16	36	0	17	0	41	0	0	14	0	0	0	49	36	28	19	47	0	16	43	8	12	30	6	0	47	5	7	42	0	31	34	31	2	37	0	34	30	46	0	13	13	7	9	15	0	0	35	22	9	8	45	0	16	0	30	0	39	32	38	5	
9	49	23	32	33	47	12	16	41	0	0	25	42	10	0	40	15	31	26	37	35	19	5	18	13	18	16	0	44	29	30	32	6	0	47	16	17	0	8	36	32	16	35	39	28	22	46	5	22	22	10	23	25	5	48	1	49	6	0	19	47	34	0	39	6	20	0	0	40	0	14	40	39	20	29	20	41	17	39	15	9	34	44	8	0	1	41	36	0	8	0	32	3	14	16	0	15	42	40	46	
20	43	20	31	9	25	43	47	7	16	0	5	19	7	8	25	15	37	49	31	43	22	40	43	29	0	17	5	47	14	10	15	27	11	10	16	13	18	18	0	38	30	14	49	17	0	21	35	5	4	35	13	0	7	41	44	30	3	32	19	0	6	4	15	17	28	44	1	22	5	1	0	15	37	21	43	1	22	11	21	0	0	28	0	20	6	32	0	27	22	19	0	48	23	10	0	2	2	47	32	
46	20	13	43	2	5	0	6	0	19	5	25	2	26	5	10	5	5	41	23	0	4	7	0	28	13	0	18	24	25	0	0	1	49	18	49	7	39	38	47	43	24	16	33	0	4	7	5	19	21	30	26	39	0	16	11	4	41	12	40	49	6	47	36	21	6	0	46	26	0	24	0	23	30	29	31	34	8	0	19	36	31	28	48	2	40	0	25	2	0	1	2	39	4	34	28	42	32	34	1	
13	0	16	30	21	0	27	1	44	31	13	0	0	10	46	0	19	42	13	18	12	44	49	22	0	43	0	0	26	11	22	31	33	36	49	5	24	16	7	32	13	0	6	10	10	31	15	13	38	0	22	45	7	0	43	0	32	0	17	42	0	0	48	44	44	19	34	15	48	32	19	0	26	0	30	42	6	17	25	29	0	28	0	0	0	28	30	6	47	0	48	0	8	25	19	48	19	25	33	14	
0	0	37	0	4	0	0	0	23	0	46	0	43	32	0	5	32	3	0	34	20	25	31	0	0	45	0	0	46	30	40	27	24	14	31	3	39	0	24	15	41	0	2	13	0	0	34	2	46	22	25	8	23	46	0	21	0	41	25	23	0	4	44	42	14	1	27	27	28	35	0	40	13	4	21	26	26	2	14	38	27	12	15	27	26	47	28	28	46	14	27	16	4	32	29	45	0	4	0	1	
25	1	0	32	24	28	23	44	8	32	38	28	26	30	2	41	17	5	31	44	28	37	0	1	0	48	0	48	29	14	0	29	7	1	33	31	22	0	8	0	12	0	25	35	35	43	28	0	0	14	19	42	3	0	46	33	0	36	48	29	20	32	10	8	41	23	40	25	16	32	0	21	0	0	44	36	16	6	0	40	23	2	7	27	17	32	0	0	31	32	5	31	35	11	38	9	0	0	11	23	
44	37	11	28	23	13	0	44	43	46	8	34	45	48	19	20	44	17	0	44	6	21	27	37	27	5	33	33	47	20	7	48	48	1	0	0	34	44	20	0	34	10	44	37	0	32	48	14	6	11	0	46	29	23	1	0	6	9	36	0	36	18	18	0	48	45	19	19	43	26	44	2	40	42	0	14	38	0	44	23	0	25	13	7	46	23	16	7	43	0	33	0	48	21	1	23	48	47	44	0	
35	47	35	49	46	47	9	0	34	2	26	20	3	0	0	30	0	44	20	0	41	38	24	44	16	39	17	38	48	7	0	44	29	14	26	0	9	16	21	20	0	15	34	0	33	0	21	0	0	16	13	47	25	46	33	0	15	0	48	0	26	20	40	14	46	4	48	36	9	36	32	0	12	44	19	35	41	21	0	7	39	0	9	23	3	45	16	12	0	7	0	25	7	0	48	29	0	35	7	36	
46	20	10	16	43	28	26	24	19	2	0	0	39	45	20	37	16	11	13	27	35	37	3	6	29	11	25	23	0	34	33	18	2	11	16	37	32	0	31	30	30	16	39	33	37	16	22	0	4	22	0	17	15	36	15	13	25	39	6	14	0	26	28	36	0	4	0	39	0	0	17	17	24	37	47	11	0	33	29	2	0	41	0	48	25	44	26	36	40	41	21	2	28	1	0	21	26	1	22	41	
46	0	41	18	40	0	27	49	28	0	49	42	35	0	2	20	0	0	26	47	8	7	40	6	7	1	26	20	46	19	40	12	42	26	48	31	45	0	45	0	0	4	33	23	0	0	0	21	0	7	38	0	11	49	0	20	21	0	35	1	20	28	38	20	31	0	24	9	0	12	0	46	32	17	27	0	14	0	43	40	7	14	30	31	13	16	0	27	25	42	8	25	21	7	48	33	48	18	24	6	
47	28	37	40	27	41	16	42	0	19	0	0	17	25	0	23	12	22	5	5	17	46	37	20	46	5	45	21	31	19	46	0	31	27	26	0	47	13	6	37	3	37	26	4	0	49	13	31	14	6	17	14	14	10	11	0	2	8	48	31	46	0	0	0	39	39	0	37	27	43	0	10	0	0	41	48	0	6	3	26	44	13	0	47	18	12	48	17	48	44	0	3	14	16	43	0	8	0	16	45	
2	12	10	46	26	0	11	8	28	8	42	7	0	15	28	0	25	0	3	16	10	0	25	19	5	28	5	38	0	3	17	27	34	28	33	0	12	12	4	46	37	6	24	21	0	15	21	0	0	42	36	0	38	37	21	20	32	14	0	1	0	15	6	0	38	40	7	37	34	22	19	36	0	28	34	10	0	15	38	27	27	16	46	43	12	33	0	0	3	24	41	11	25	0	0	47	0	18	9	0	
2	0	42	0	32	40	7	0	39	22	41	29	48	0	34	39	0	31	0	0	32	34	41	38	0	49	2	40	21	3	0	13	28	0	0	27	16	15	0	46	20	7	4	21	34	49	3	26	49	34	32	47	48	22	14	3	0	10	0	43	9	0	47	7	1	40	10	0	42	0	0	0	20	30	45	0	19	1	12	40	1	27	49	15	33	24	29	16	0	20	31	0	0	40	17	17	24	18	0	0	
49	4	0	0	8	26	22	0	37	8	29	31	4	35	10	13	0	6	12	0	2	45	0	21	11	17	22	18	16	28	0	20	48	0	3	34	44	0	0	13	34	25	13	30	37	15	36	28	0	41	18	20	22	9	0	34	42	16	24	20	22	11	27	4	5	12	17	30	0	8	0	0	0	39	0	44	41	9	17	26	25	30	32	11	0	0	44	45	28	18	18	0	48	40	19	26	27	30	9	14	
39	28	18	0	1	10	0	39	19	0	32	6	25	20	30	18	10	0	18	25	2	31	32	0	24	38	38	49	8	46	31	17	47	44	31	33	45	0	24	6	45	0	35	16	28	4	42	0	0	48	16	17	0	0	0	0	7	18	24	25	42	0	29	25	0	21	2	32	8	0	42	29	4	39	23	1	5	0	2	10	41	9	5	41	23	34	3	2	35	28	0	46	40	0	17	33	43	0	0	7	
10	28	0	34	20	12	32	42	49	36	0	16	41	29	24	49	26	45	40	0	0	36	11	7	0	22	9	44	0	38	46	0	0	45	29	15	45	24	4	19	26	19	12	42	0	31	23	0	46	18	49	0	37	37	44	46	0	0	5	41	42	0	48	7	0	37	0	15	26	18	0	0	34	34	29	8	3	38	15	30	43	11	0	2	0	29	0	33	19	25	25	0	26	0	41	3	29	3	2	38	
28	36	1	32	0	26	0	25	9	19	21	3	0	5	0	48	31	33	26	38	27	1	29	13	46	2	5	0	45	37	39	8	0	42	11	42	0	2	4	11	1	12	26	0	12	41	0	1	25	12	35	10	34	38	11	16	18	0	23	16	15	47	0	0	0	15	0	46	22	37	46	46	1	0	31	11	35	17	41	26	25	15	24	35	27	25	6	15	17	7	0	29	0	0	12	6	15	43	8	32	
