18	5	7	2	0	26	4	0	43	5	12	30	0	41	30	6	19	43	0	47	
20	31	39	22	25	0	29	0	42	41	46	0	46	5	33	0	0	2	33	3	
41	0	24	24	27	0	46	23	0	0	45	37	29	0	45	5	21	9	2	40	
35	30	33	0	19	42	12	8	1	0	0	0	0	0	0	32	28	44	0	0	
31	45	44	0	38	0	12	42	36	46	1	12	0	39	8	28	39	30	35	41	
16	31	34	35	8	31	24	36	22	21	45	0	0	22	31	44	20	20	0	8	
43	16	0	7	9	14	34	2	26	46	45	0	0	22	1	20	15	6	42	0	
20	9	5	16	44	18	0	15	3	0	36	41	41	14	34	0	0	10	18	40	
44	4	23	5	24	42	18	0	6	22	31	1	18	21	23	41	32	0	31	9	
3	10	29	4	8	29	0	31	34	0	0	0	7	48	3	0	8	6	12	1	
6	14	31	36	36	0	18	7	0	12	46	0	36	33	21	0	8	17	42	14	
6	35	0	38	9	22	48	20	20	45	17	48	20	15	39	13	4	7	0	36	
30	27	0	38	48	5	47	2	5	31	24	24	28	47	0	5	49	8	40	20	
25	45	0	10	6	0	0	29	23	25	22	41	0	6	5	0	0	0	35	24	
46	42	42	29	30	47	3	44	0	0	33	44	46	37	0	47	0	0	42	0	
29	26	30	6	14	22	34	6	30	0	21	27	0	30	6	5	0	0	13	17	
16	11	6	0	3	40	46	12	2	39	1	49	2	0	0	0	0	17	0	16	
24	43	3	3	13	15	6	30	25	0	36	24	0	41	34	17	34	29	49	2	
6	49	23	40	43	36	20	4	6	32	34	25	32	41	33	37	29	29	15	46	
24	24	9	47	9	42	1	28	34	48	29	28	0	3	7	11	31	36	2	0	
