17	0	26	8	48	0	3	0	44	26	23	32	5	24	13	47	40	47	0	20	42	4	14	36	0	36	0	24	0	5	41	0	44	26	8	0	11	0	0	47	49	18	36	4	11	0	9	12	38	41	20	22	24	1	38	19	32	34	5	41	7	44	34	22	0	12	33	28	0	7	28	27	8	47	0	0	24	15	16	22	16	33	1	26	36	3	31	42	37	38	12	0	40	44	30	0	0	0	45	0	
0	4	35	37	12	44	1	27	12	0	44	33	0	2	33	32	35	47	0	0	6	0	3	36	0	11	48	0	0	0	18	36	16	10	47	37	30	0	21	10	43	17	12	38	42	0	4	48	13	41	11	7	17	0	34	38	23	0	10	0	6	28	0	7	33	9	18	39	28	19	0	1	5	49	7	0	46	18	33	25	18	48	24	6	0	20	0	21	5	7	20	13	33	18	37	43	45	5	22	38	
15	0	45	37	41	24	5	11	0	20	0	3	0	39	0	15	31	0	37	26	37	2	34	18	23	0	34	20	12	0	0	26	0	0	33	45	36	6	36	26	35	25	0	0	23	43	19	8	46	37	3	34	8	9	0	44	20	18	17	0	20	15	21	0	38	34	7	20	30	11	30	0	24	0	5	5	0	7	21	6	42	0	16	0	35	10	19	27	0	23	0	24	10	37	24	0	16	44	8	9	
38	21	20	5	0	0	49	27	0	23	34	0	23	45	0	18	0	39	0	3	6	15	42	13	0	11	9	49	0	3	46	2	18	11	14	24	26	13	27	27	13	38	33	9	4	27	28	31	12	10	46	9	39	31	30	8	22	42	0	11	47	43	2	18	44	0	4	40	39	28	22	39	0	0	0	43	0	0	38	15	24	0	46	15	21	27	38	48	13	22	35	3	31	0	0	23	38	25	9	12	
0	5	12	0	44	35	16	27	27	31	0	3	18	0	21	26	9	0	8	27	22	42	0	10	10	47	18	49	26	10	0	21	0	34	26	0	9	2	13	28	10	43	11	33	26	0	32	27	16	18	0	0	8	42	36	3	2	11	38	30	42	45	27	35	0	0	44	18	13	43	2	19	0	36	0	15	0	8	24	31	42	16	38	40	42	26	33	21	7	46	0	35	30	40	0	0	16	30	13	16	
5	7	30	30	10	45	15	17	16	0	0	9	26	11	5	20	0	47	37	1	0	22	0	49	0	47	21	0	39	0	22	26	0	3	13	0	0	18	8	10	5	42	18	27	12	27	19	16	28	0	49	40	40	0	33	12	14	9	20	29	44	17	20	46	49	4	48	0	22	21	45	23	14	20	3	33	44	43	47	11	29	32	33	24	9	46	40	10	9	0	0	33	0	47	2	0	10	31	0	20	
25	15	3	24	19	5	11	0	38	48	38	34	31	23	0	14	23	42	0	37	46	46	44	46	0	14	0	37	21	34	37	28	0	13	48	45	37	7	12	0	0	0	0	45	0	0	0	0	6	46	21	28	32	27	3	10	6	45	36	0	22	5	0	26	9	44	34	45	19	11	37	26	39	16	48	14	0	5	23	21	11	38	25	5	0	2	30	26	0	42	0	0	4	33	48	34	0	9	0	44	
17	8	4	22	0	38	13	48	0	19	22	38	39	37	18	43	0	18	21	0	1	12	8	0	44	45	37	31	29	0	11	0	0	22	42	21	28	15	48	29	23	21	20	12	43	0	0	43	28	0	36	48	0	4	31	26	15	0	0	0	0	4	13	4	18	11	10	5	0	48	39	0	41	10	0	19	17	0	12	26	22	36	0	7	0	25	39	0	6	5	0	40	28	34	23	15	15	19	14	0	
33	33	18	45	21	0	38	36	0	19	24	30	0	0	42	5	0	21	17	0	48	17	0	47	6	0	36	39	28	45	42	32	7	14	0	0	0	39	0	36	9	0	26	0	35	36	0	21	48	20	29	45	3	0	30	26	42	0	33	0	22	0	7	22	45	0	5	3	11	7	0	44	16	41	0	44	0	31	0	12	41	20	8	34	0	28	0	10	30	40	35	39	37	41	10	28	3	0	0	0	
0	0	0	13	30	8	0	47	44	0	25	0	21	45	3	0	29	4	37	20	0	0	25	16	42	43	7	0	20	31	0	49	43	0	22	46	2	3	35	0	45	22	3	8	35	46	43	49	0	37	33	5	38	49	0	39	45	27	36	1	48	0	19	17	17	48	39	49	28	30	0	46	49	38	34	0	17	12	27	22	13	28	37	0	19	12	3	49	0	41	18	0	20	0	25	37	10	8	19	37	
35	18	9	46	3	0	0	47	27	22	41	25	8	0	23	17	1	0	25	0	23	40	4	31	27	0	43	1	34	22	0	8	24	11	14	33	14	2	0	0	26	26	26	36	13	38	5	0	21	0	13	41	28	5	44	20	23	49	19	14	5	16	21	49	33	43	45	31	5	36	18	33	0	13	39	0	0	6	29	44	6	40	26	0	46	46	3	11	35	13	9	11	34	47	30	33	42	16	36	35	
47	46	13	39	22	0	30	25	0	47	0	8	35	27	6	44	13	0	7	45	42	7	48	36	43	7	8	0	28	33	30	35	24	1	46	41	6	38	26	37	0	0	9	9	12	42	13	0	0	0	45	8	47	46	20	0	40	23	29	8	0	16	17	34	18	49	0	14	0	11	0	17	23	20	0	41	0	30	12	38	21	42	32	39	0	43	15	37	0	12	19	19	40	31	19	32	0	12	31	11	
