2	21	28	21	49	23	9	3	0	39	0	0	29	7	0	32	0	15	0	4	23	0	0	3	44	3	0	20	47	26	0	24	11	4	17	22	30	27	15	14	13	43	3	15	10	30	16	26	0	10	0	27	0	4	0	21	7	0	25	43	49	23	13	23	8	36	0	3	0	5	33	0	0	6	2	39	0	44	13	0	0	45	37	13	6	33	16	0	38	5	3	33	42	0	18	46	32	0	13	0	
23	23	40	38	10	34	10	9	0	43	0	0	44	48	0	23	0	38	0	12	9	0	0	29	9	38	0	6	29	36	0	38	11	44	11	8	13	5	41	48	28	10	3	48	5	34	46	38	0	4	0	25	0	49	0	11	8	0	3	38	3	31	18	49	20	33	0	31	0	15	34	0	0	15	16	45	0	1	44	0	0	2	34	33	3	42	14	0	10	17	6	41	11	0	11	1	33	0	27	0	
17	35	33	7	21	31	37	45	0	19	0	0	36	49	0	16	0	13	0	11	48	0	0	28	6	19	0	45	16	23	0	20	43	8	42	22	49	1	44	7	43	9	40	32	44	21	1	16	0	45	0	10	0	43	0	16	40	0	39	46	13	30	25	3	47	21	0	25	0	15	26	0	0	49	31	29	0	5	20	0	0	21	27	41	49	11	29	0	11	39	8	48	44	0	17	45	20	0	40	0	
36	25	18	32	18	15	25	27	0	48	0	0	4	13	0	24	0	12	0	6	5	0	0	25	48	2	0	36	28	41	0	26	15	36	31	39	3	17	15	24	45	34	29	7	35	8	14	11	0	48	0	49	0	14	0	9	8	0	1	27	49	34	8	24	32	12	0	18	0	29	38	0	0	12	27	26	0	8	10	0	0	10	24	7	49	23	7	0	34	14	4	35	16	0	28	11	48	0	12	0	
48	20	15	18	13	29	33	20	0	46	0	0	38	42	0	18	0	17	0	5	28	0	0	13	22	25	0	48	43	43	0	31	3	21	27	10	25	20	2	6	28	47	43	23	16	6	18	16	0	8	0	33	0	44	0	44	32	0	26	12	37	36	25	49	43	12	0	24	0	22	37	0	0	45	42	9	0	43	43	0	0	5	42	30	23	15	7	0	29	37	45	11	46	0	22	8	15	0	15	0	
20	13	10	1	43	23	13	20	0	9	0	0	27	13	0	22	0	8	0	41	46	0	0	49	20	37	0	6	34	49	0	27	11	31	11	12	36	2	47	40	28	8	46	17	6	18	39	4	0	38	0	36	0	5	0	19	27	0	15	11	21	38	47	8	28	26	0	18	0	20	12	0	0	37	49	36	0	16	21	0	0	13	3	44	10	6	23	0	16	29	15	8	25	0	10	4	36	0	6	0	
7	49	18	2	39	34	28	24	0	27	0	0	33	41	0	11	0	24	0	32	33	0	0	8	25	14	0	48	44	43	0	21	32	27	41	20	29	12	20	6	7	34	29	11	38	15	13	33	0	23	0	12	0	9	0	32	15	0	28	18	4	43	28	40	40	42	0	31	0	21	39	0	0	25	7	37	0	13	28	0	0	1	20	5	43	39	4	0	33	28	11	29	44	0	4	16	10	0	22	0	
40	35	21	14	28	7	42	28	0	37	0	0	9	42	0	23	0	24	0	48	43	0	0	22	25	42	0	15	41	43	0	42	20	5	37	47	17	45	5	2	46	7	10	14	47	38	18	11	0	39	0	15	0	31	0	46	16	0	14	24	38	21	32	35	5	23	0	28	0	21	8	0	0	5	14	12	0	3	14	0	0	39	27	23	21	46	11	0	13	15	33	16	47	0	22	41	18	0	25	0	
6	26	35	48	12	26	20	15	0	17	0	0	10	16	0	37	0	13	0	2	42	0	0	15	13	5	0	45	22	19	0	49	27	43	3	27	42	14	15	47	35	42	36	5	43	41	41	38	0	35	0	18	0	28	0	2	33	0	21	37	10	15	37	16	48	4	0	30	0	6	28	0	0	38	31	44	0	27	41	0	0	43	23	28	18	9	37	0	19	1	18	20	8	0	32	22	46	0	2	0	
1	38	49	32	12	37	34	3	0	14	0	0	20	32	0	44	0	18	0	16	34	0	0	16	25	13	0	36	26	45	0	48	47	15	32	20	37	21	9	48	18	29	18	10	5	14	10	47	0	34	0	29	0	12	0	49	30	0	13	36	2	23	4	27	34	28	0	37	0	42	1	0	0	15	14	31	0	25	17	0	0	20	8	33	47	34	2	0	41	42	2	32	13	0	41	12	1	0	20	0	
17	48	9	7	18	28	48	11	0	2	0	0	11	28	0	17	0	43	0	17	14	0	0	3	18	44	0	15	25	47	0	39	40	32	34	44	44	43	39	13	7	17	38	20	43	12	38	49	0	16	0	34	0	46	0	43	18	0	14	43	49	14	11	29	39	13	0	40	0	39	47	0	0	42	17	33	0	40	11	0	0	13	20	23	24	19	28	0	46	47	15	6	10	0	21	33	31	0	38	0	
