32	4	27	0	16	35	4	0	6	43	20	0	47	40	0	19	25	23	26	0	5	4	23	17	15	14	19	34	0	2	15	31	36	5	31	3	36	48	16	1	0	15	13	41	16	9	0	0	25	38	
0	38	22	31	16	12	36	0	19	38	0	6	32	19	30	10	27	0	31	0	42	36	8	0	4	1	38	8	34	20	17	8	3	48	44	6	0	36	37	19	36	30	42	0	12	3	4	47	0	47	
16	30	30	22	33	35	0	2	32	0	41	5	40	38	1	1	3	0	34	22	0	46	28	0	33	32	29	32	8	47	39	41	0	29	14	3	15	13	38	3	23	42	8	12	0	0	7	42	0	30	
45	46	32	45	16	21	1	32	36	26	13	0	10	0	0	2	34	33	23	13	0	17	13	43	10	19	29	28	11	38	44	37	0	15	15	0	0	6	22	43	32	35	0	0	7	0	49	0	25	0	
24	20	37	6	0	3	0	43	0	7	47	43	42	29	45	46	45	24	32	38	21	12	25	44	41	45	30	23	25	39	35	0	0	3	0	31	0	26	0	0	12	29	25	42	1	10	17	47	24	44	
41	43	22	5	0	0	9	40	24	46	11	0	34	3	44	24	9	0	0	2	11	3	2	12	0	29	48	18	22	6	47	19	18	0	34	49	31	10	10	0	13	38	13	4	5	10	0	0	0	9	
25	0	49	37	12	37	19	0	11	23	48	27	27	36	46	21	49	42	5	40	16	31	12	45	14	0	47	0	28	8	22	6	0	43	0	36	33	0	45	8	0	47	4	13	0	0	4	44	10	33	
0	0	31	29	37	8	29	0	43	49	6	42	18	3	36	19	37	3	0	25	49	36	0	30	6	19	41	13	38	42	20	45	35	15	4	14	19	16	47	30	41	38	44	44	0	38	49	1	29	49	
0	0	21	42	10	22	0	38	14	23	41	8	38	3	38	42	43	48	32	0	29	28	34	8	26	26	31	25	23	0	35	15	0	13	20	19	22	0	7	21	13	44	0	19	25	17	0	41	10	33	
0	0	30	0	10	39	33	49	0	27	23	46	36	34	27	47	0	20	41	0	0	17	0	24	8	43	0	0	48	14	10	31	14	12	30	22	38	4	0	27	48	0	29	0	3	1	39	0	34	7	
31	22	0	1	5	26	27	46	30	40	0	40	44	21	40	12	0	8	3	0	16	37	48	27	0	11	6	46	0	0	29	34	0	36	0	36	14	19	0	2	7	17	0	35	49	26	29	0	31	28	
33	39	6	31	7	29	0	41	6	48	0	23	41	43	0	8	37	4	13	10	25	37	23	0	41	0	6	35	8	39	32	19	3	31	36	16	0	5	46	0	0	3	44	46	20	8	4	11	0	0	
26	25	45	33	8	3	39	10	36	0	0	26	41	3	21	4	33	18	9	35	45	0	2	0	0	20	0	32	29	25	45	0	13	40	43	26	1	2	14	39	26	46	0	14	0	37	23	34	18	29	
0	32	12	47	0	0	26	23	29	46	0	36	24	0	37	44	15	9	0	1	10	30	27	37	0	6	0	32	44	42	6	32	3	21	20	5	36	33	7	39	6	19	4	0	25	0	18	23	0	9	
0	38	9	25	2	9	49	45	30	0	49	16	34	46	0	18	12	0	18	27	45	47	3	14	37	20	18	49	12	26	42	46	9	33	44	21	29	14	44	25	15	27	8	0	10	44	13	40	2	34	
16	49	0	19	13	20	32	32	34	0	40	1	19	35	34	19	0	26	35	1	11	2	16	0	29	43	40	17	0	2	19	24	4	18	21	0	35	1	11	45	27	0	0	16	38	0	9	0	41	15	
5	0	27	43	47	36	0	44	21	35	40	18	20	2	7	0	0	23	49	19	25	0	39	48	10	0	43	2	38	8	35	43	46	0	30	39	41	30	18	6	25	47	28	2	22	34	11	16	47	47	
35	0	16	44	32	0	46	34	15	12	42	0	17	0	13	0	29	16	20	16	23	27	22	42	18	3	28	6	11	4	0	15	12	47	31	0	25	11	9	9	35	28	45	44	10	0	0	0	0	22	
42	25	28	44	1	7	35	18	8	23	49	0	36	0	48	49	44	15	14	44	24	0	31	0	16	39	0	8	6	0	26	14	0	12	49	0	20	26	18	23	22	26	34	43	22	31	38	35	0	49	
0	29	49	0	4	42	9	0	17	28	38	19	0	40	8	25	44	41	0	0	0	0	11	26	32	4	44	17	27	14	10	34	12	0	0	2	16	42	11	0	28	39	0	49	3	12	0	32	46	2	
46	0	5	18	38	40	26	0	34	30	42	36	37	45	35	0	3	20	5	45	9	13	39	16	24	34	37	39	33	13	46	43	19	36	0	0	17	22	37	37	11	14	27	30	0	48	18	28	0	38	
29	44	27	41	33	45	0	29	42	0	16	23	39	46	24	49	0	0	2	43	8	14	16	0	0	10	18	25	3	34	38	16	0	11	26	22	12	14	9	1	31	23	22	0	0	10	38	12	0	12	
41	34	39	8	4	21	15	0	47	30	6	37	46	34	21	7	45	20	15	0	0	34	0	13	42	10	2	32	29	12	9	0	24	2	37	32	9	0	11	25	12	21	28	9	0	23	33	0	1	17	
2	48	19	18	0	41	11	47	42	0	13	6	24	33	36	0	42	0	23	16	6	0	42	44	42	47	25	16	35	1	14	21	0	6	12	11	4	10	37	45	43	13	31	22	11	45	21	48	48	45	
41	25	39	37	46	0	0	43	46	45	47	2	42	18	0	7	45	26	0	43	46	41	18	10	28	0	46	0	1	41	0	32	23	43	0	34	38	10	22	47	28	16	30	34	20	23	34	26	6	33	
22	41	41	46	8	42	28	37	0	0	19	6	0	18	32	4	26	0	33	6	0	24	34	4	0	0	37	17	30	36	5	0	0	41	28	23	3	6	0	3	27	14	33	0	36	0	0	22	27	0	
0	48	13	40	13	24	0	3	7	14	33	32	7	18	0	0	29	32	15	3	0	0	28	0	23	39	30	16	0	5	11	29	30	34	1	41	46	48	0	24	24	5	4	46	34	49	0	18	6	27	
45	11	0	0	8	0	6	0	27	32	25	6	20	43	0	45	36	41	0	14	45	29	45	18	47	0	13	30	37	0	30	48	1	3	46	19	5	34	28	0	35	0	13	4	24	20	34	2	46	22	
27	0	0	49	44	14	0	0	0	1	0	20	47	3	10	38	0	0	23	29	46	28	0	32	0	41	31	38	22	0	35	46	46	1	28	29	43	26	0	11	10	20	49	4	6	39	8	9	21	2	
45	28	4	22	13	40	5	7	0	28	17	0	12	25	34	5	24	16	5	22	0	9	0	46	18	0	29	11	32	13	30	31	46	41	18	27	0	0	0	0	49	25	0	10	25	33	0	37	2	8	
27	0	26	18	28	18	33	48	34	17	0	30	9	36	24	0	35	30	37	47	21	7	49	46	34	0	37	36	21	0	30	28	44	24	49	16	5	0	4	0	39	12	0	36	13	0	46	41	0	18	
