48	0	19	19	6	0	5	49	10	26	0	11	7	13	1	0	25	49	23	0	1	29	0	29	0	34	45	46	12	9	15	0	10	6	0	31	23	0	46	38	9	46	6	0	12	20	0	0	0	17	30	0	6	21	0	17	25	14	22	1	10	21	36	17	0	44	0	0	38	9	9	0	0	45	5	0	37	21	17	0	0	25	0	45	39	42	5	0	1	0	32	4	4	5	36	45	47	5	48	49	
11	23	4	3	14	43	24	16	31	20	2	25	46	5	5	27	27	24	23	0	7	45	36	0	41	16	38	49	1	2	37	39	42	26	24	41	46	9	29	7	2	24	32	8	24	3	41	14	11	19	46	29	47	36	27	26	0	1	28	21	0	7	18	38	18	9	17	14	0	0	42	28	34	20	48	0	38	21	13	22	36	41	39	23	23	29	31	22	0	2	4	21	49	36	31	41	14	2	17	0	
0	34	0	15	0	45	35	36	11	13	45	19	40	3	1	38	42	47	42	32	11	41	46	20	4	0	9	3	0	37	44	0	31	48	20	34	41	44	6	39	33	7	0	29	0	29	49	25	27	0	2	16	5	23	41	9	36	19	4	0	0	29	0	0	44	0	3	47	42	0	27	49	27	28	0	14	41	10	7	20	11	32	9	34	0	44	0	11	21	42	0	0	0	0	0	5	0	0	14	47	
0	42	0	3	25	0	14	1	26	36	48	49	13	18	0	25	31	14	44	45	34	49	26	6	33	45	18	0	10	18	45	0	22	35	34	1	42	16	18	0	25	7	36	35	19	24	13	32	0	46	36	2	0	35	23	29	4	11	49	25	22	41	44	5	25	2	0	12	39	26	9	4	34	41	30	6	0	0	9	22	10	2	18	37	11	0	15	32	44	33	12	0	44	24	42	14	0	0	8	0	
17	25	0	31	34	46	25	36	45	0	7	44	42	18	46	24	21	9	45	13	18	47	38	0	0	48	44	0	43	0	0	6	40	1	35	30	20	25	33	29	34	20	28	16	25	26	33	0	14	39	31	9	7	0	41	13	46	8	5	0	1	29	34	0	0	2	0	22	17	10	38	1	33	47	32	0	0	34	0	16	21	39	12	43	0	27	30	3	0	2	0	0	12	14	27	0	0	49	46	17	
38	15	36	16	21	10	44	24	2	4	9	32	13	47	2	12	0	3	30	34	0	30	47	20	27	16	49	0	7	42	5	25	21	44	30	16	0	0	18	35	47	40	21	41	14	2	0	16	34	45	26	25	21	0	38	8	0	9	0	35	17	9	27	11	6	0	18	15	23	24	8	33	27	10	30	16	35	20	7	0	24	0	46	16	1	23	40	24	19	42	35	34	0	40	39	19	0	31	0	14	
22	28	14	20	48	0	47	1	49	31	26	25	29	27	42	24	12	16	35	18	45	0	49	11	33	9	11	24	20	0	6	22	0	6	25	21	0	40	0	30	4	32	37	37	34	10	0	40	24	43	25	28	0	41	22	31	25	34	6	46	32	4	7	0	1	23	22	0	10	23	10	41	20	28	3	17	30	47	21	39	46	42	21	3	0	28	43	3	41	45	0	32	0	14	20	8	25	13	5	2	
41	6	13	12	25	0	17	1	7	22	13	42	47	0	0	21	45	27	28	35	0	17	48	0	35	0	25	43	31	46	21	26	22	0	48	20	0	41	27	43	16	17	32	0	34	9	13	0	32	49	0	0	27	0	6	12	3	22	14	3	38	18	2	0	47	18	24	49	22	0	47	43	39	20	1	31	24	9	28	46	49	17	24	0	0	36	27	14	29	10	2	32	0	39	0	33	38	0	40	0	
11	0	9	33	37	24	9	28	5	0	42	33	14	48	28	0	0	26	29	14	23	46	26	7	29	32	0	46	48	1	22	49	11	44	4	39	0	46	47	16	0	5	9	48	11	45	45	41	13	41	39	41	34	29	36	15	18	7	41	40	37	14	16	34	7	35	8	3	0	0	0	44	43	0	49	18	0	33	37	2	27	28	24	37	31	45	0	49	29	47	48	6	43	11	1	28	0	14	43	0	
4	0	33	23	26	46	26	34	42	31	35	7	17	48	39	11	46	0	20	45	1	14	32	44	5	0	48	26	47	31	38	0	26	17	17	21	48	13	0	1	0	39	12	22	0	3	38	3	10	1	7	34	0	49	29	35	11	47	30	0	13	13	20	4	41	40	2	0	20	0	0	44	11	26	46	48	5	22	10	9	0	13	0	5	27	0	9	15	17	42	20	6	40	3	17	40	28	1	0	24	
