23	0	38	10	39	14	41	0	5	7	1	20	0	25	16	18	26	20	7	7	
10	18	7	20	41	8	4	13	30	0	44	24	46	39	14	4	7	48	32	44	
25	49	0	2	0	48	32	36	6	0	43	46	47	15	17	0	21	32	0	36	
0	31	0	8	16	22	42	4	16	30	40	40	0	23	45	30	44	37	0	1	
27	12	2	18	35	23	44	8	24	17	36	24	42	27	27	44	0	0	2	47	
8	15	6	46	0	17	49	32	39	0	42	18	0	46	31	31	41	16	4	0	
0	14	15	46	44	40	1	8	45	10	0	6	15	0	36	25	21	4	0	49	
48	7	42	7	6	43	31	12	0	3	26	29	44	12	29	0	2	0	42	30	
22	3	2	23	3	6	4	12	40	9	41	5	35	33	33	43	38	0	41	29	
6	4	33	35	0	36	35	0	45	0	45	9	34	0	38	24	0	21	41	12	
0	31	43	25	47	0	24	14	28	35	19	48	5	0	5	0	23	0	0	27	
23	31	0	43	43	12	46	0	45	3	29	5	26	5	0	19	47	4	0	34	
44	0	21	4	4	25	23	42	0	13	0	40	45	0	31	40	42	42	5	10	
40	28	10	47	1	44	32	36	16	48	13	35	44	10	44	0	43	24	17	23	
6	5	38	7	32	0	0	17	30	18	15	4	0	38	20	28	43	39	24	45	
42	0	0	16	46	2	0	20	0	15	15	34	15	23	0	0	18	46	0	41	
25	24	5	12	12	0	21	23	0	0	19	17	5	0	8	43	44	18	46	5	
8	14	20	9	11	47	0	35	37	25	0	24	40	32	49	2	23	29	0	10	
26	8	38	28	46	13	29	0	25	2	9	9	31	7	0	3	18	19	0	37	
2	16	45	49	4	36	42	15	0	42	41	13	33	0	24	41	25	30	24	24	
35	3	5	47	12	47	0	7	0	43	29	2	15	44	0	46	39	0	25	0	
23	49	26	48	3	19	44	0	31	32	5	0	7	0	29	0	0	1	0	14	
0	20	11	0	3	44	18	28	0	47	0	23	0	18	43	35	36	25	25	19	
2	44	25	38	16	10	37	43	44	0	4	47	43	27	23	46	1	8	14	30	
2	30	26	0	41	20	0	43	18	11	19	13	9	5	44	0	36	12	39	12	
4	38	16	0	36	0	0	1	14	36	5	47	42	0	8	6	28	11	45	46	
34	0	22	26	29	48	37	0	4	24	0	33	41	0	47	46	0	41	32	7	
0	41	34	10	6	29	5	32	42	43	0	48	34	0	23	48	34	0	44	0	
21	6	10	5	42	8	1	48	0	18	24	0	0	35	19	27	17	44	29	16	
19	42	29	5	40	16	46	12	32	0	25	0	21	27	35	24	30	22	45	24	
34	27	9	4	7	2	40	22	46	43	22	16	12	10	32	0	30	8	38	9	
29	29	43	38	36	39	33	39	38	0	15	17	24	10	26	0	43	6	47	0	
48	0	0	4	37	11	36	22	0	0	0	46	13	0	17	0	31	14	10	17	
0	0	7	42	33	33	37	25	0	7	27	31	7	2	0	32	0	23	48	13	
6	0	30	43	14	46	24	25	32	8	14	45	32	0	20	0	0	25	41	11	
0	34	0	38	0	21	2	46	0	44	1	25	36	0	35	3	0	31	0	43	
0	13	20	42	5	5	35	23	3	15	11	31	39	0	0	1	0	44	9	24	
37	39	0	24	0	0	46	37	44	49	39	18	0	18	41	22	39	14	33	47	
7	33	25	14	0	8	16	32	3	0	31	44	0	17	17	35	40	18	0	19	
17	25	6	47	34	31	29	0	0	13	13	27	23	48	0	11	44	49	0	0	
0	23	0	30	30	46	29	10	40	39	18	28	0	23	12	33	2	47	23	0	
25	12	14	27	0	38	36	0	21	33	3	34	21	49	38	45	23	16	32	7	
47	11	8	6	34	33	47	11	39	3	39	8	5	0	27	46	24	15	22	29	
0	29	26	44	0	29	40	39	16	23	16	0	43	4	21	14	0	18	33	12	
19	42	37	28	40	0	28	41	45	38	17	23	19	0	6	32	0	39	36	22	
26	31	40	41	17	0	28	39	0	20	26	25	17	31	18	0	44	0	13	0	
48	30	19	27	24	24	0	43	18	0	7	12	41	13	11	0	17	40	36	3	
22	0	4	23	46	34	11	33	32	0	6	0	0	29	0	0	0	31	36	20	
39	41	0	18	36	0	30	0	43	0	26	4	37	0	31	49	37	0	0	0	
1	30	46	0	14	4	11	34	0	35	11	0	0	41	19	17	48	8	6	40	
7	7	13	43	0	26	32	31	14	0	15	12	8	0	0	41	17	18	32	11	
13	0	6	19	14	0	17	1	8	7	41	47	23	35	42	26	18	9	35	21	
42	49	28	0	30	16	42	6	46	34	0	4	0	38	0	18	46	21	23	8	
0	36	2	37	6	39	49	20	21	23	5	0	8	6	23	0	0	10	34	33	
10	49	31	39	28	0	17	23	47	21	5	25	31	10	0	25	21	36	11	10	
0	32	31	24	45	14	0	0	29	37	37	21	0	0	25	3	10	0	10	34	
3	44	36	19	0	47	7	0	28	0	0	0	46	0	38	5	11	12	0	17	
0	0	3	32	26	3	15	35	41	0	29	47	26	19	0	33	39	0	26	18	
16	49	8	1	7	36	0	0	8	37	35	0	47	20	7	4	7	0	0	0	
46	24	0	40	4	22	42	26	37	42	0	0	8	4	27	0	0	4	21	32	
13	29	27	45	37	12	39	13	17	25	20	24	48	0	36	27	38	11	44	40	
26	45	44	35	46	46	16	11	19	0	28	0	26	49	5	6	2	4	0	3	
3	47	40	12	0	28	31	0	0	1	25	38	0	7	0	35	15	13	33	39	
49	19	43	0	35	31	4	0	29	38	25	15	18	2	25	0	11	27	0	0	
6	0	26	45	0	0	28	0	28	45	5	33	21	28	15	44	46	0	7	2	
5	8	11	34	3	0	9	46	0	17	21	36	0	49	21	39	5	18	14	6	
49	29	0	0	37	0	0	5	8	7	27	2	30	46	0	47	9	4	41	0	
13	15	41	37	0	20	41	2	13	38	46	6	44	49	40	21	10	1	48	9	
0	2	16	18	19	43	0	21	22	35	21	25	41	38	44	0	28	32	43	33	
0	29	22	45	0	3	0	18	0	21	0	10	0	38	0	26	11	46	28	47	
33	15	13	44	1	33	0	2	7	0	43	2	20	8	28	9	44	0	23	42	
0	24	29	31	43	0	4	38	48	0	0	27	17	37	44	0	28	9	3	30	
0	2	8	0	5	3	0	0	19	6	30	2	0	29	3	37	25	0	0	40	
12	23	0	19	0	42	1	32	0	0	18	0	45	21	43	20	0	9	3	25	
20	11	18	0	15	17	0	9	35	49	41	0	0	33	22	29	17	7	17	44	
27	40	22	12	0	34	44	0	2	26	49	6	27	45	17	26	4	10	38	14	
17	47	22	22	3	41	34	39	5	49	11	17	35	37	35	30	49	0	43	29	
24	10	20	10	0	40	34	0	21	0	17	0	3	10	26	5	0	33	31	0	
34	6	26	22	7	22	0	0	26	6	0	46	34	16	2	40	39	0	0	47	
38	4	0	12	23	17	3	1	7	35	49	47	0	25	0	22	0	38	0	45	
