28	20	13	13	0	8	9	0	49	0	24	0	42	4	35	21	19	1	0	31	28	46	49	23	6	28	31	49	0	35	5	32	17	7	2	16	15	4	35	13	32	37	6	30	38	0	37	0	1	27	
30	36	19	18	8	23	46	21	39	39	49	30	13	47	0	1	46	40	43	17	0	0	5	0	27	45	27	0	5	47	38	30	9	4	0	31	0	35	15	0	7	35	27	0	33	14	7	49	14	42	
0	12	18	0	4	7	7	0	28	0	37	12	48	39	28	0	15	21	45	0	30	0	21	44	9	0	24	18	2	24	45	41	7	38	30	15	42	32	17	0	30	35	0	6	47	6	7	23	13	18	
0	23	31	11	19	17	47	0	30	40	3	6	38	5	0	0	37	9	7	33	11	0	33	0	22	30	0	38	31	24	31	0	43	24	41	34	35	0	0	33	0	0	41	24	37	45	8	34	11	5	
5	20	34	29	47	40	25	45	42	0	10	29	0	36	0	7	28	47	2	39	45	41	23	46	19	0	25	22	45	20	0	30	23	10	0	6	31	0	3	11	0	49	27	23	31	0	0	2	46	3	
0	6	25	10	6	0	15	32	18	0	11	24	5	0	4	42	8	36	0	5	0	0	16	0	7	22	14	44	37	0	30	0	47	39	13	0	48	41	21	48	18	26	15	9	11	0	26	0	42	10	
0	13	0	44	38	45	14	24	0	9	3	18	48	7	15	26	19	28	45	0	8	27	0	0	0	0	28	33	11	7	45	45	19	35	31	19	22	0	18	35	37	45	14	30	33	6	19	41	42	43	
25	48	17	1	0	47	33	0	21	37	0	0	30	47	5	6	23	9	0	0	48	37	42	13	12	44	46	0	0	0	0	11	26	7	0	13	46	19	38	22	0	45	19	46	49	11	19	44	0	20	
7	34	22	16	37	0	0	13	32	0	12	12	16	0	0	6	9	36	23	0	36	44	38	37	24	20	9	0	46	48	40	17	11	11	31	26	0	0	34	29	0	28	35	39	14	35	5	6	14	13	
44	42	0	9	41	41	43	36	0	0	14	22	16	26	11	7	15	0	48	48	40	24	23	25	43	32	6	36	44	21	18	36	18	37	1	37	36	2	35	43	32	23	7	0	0	27	8	0	39	0	
0	44	5	40	33	26	0	44	38	3	19	32	22	41	2	25	49	0	47	41	12	11	18	0	20	0	18	5	2	0	0	21	0	13	27	19	37	27	0	0	29	18	10	18	26	0	16	47	44	25	
20	0	38	47	39	49	19	48	3	22	0	42	1	31	19	0	25	5	7	34	0	7	43	10	0	47	44	0	27	10	43	8	12	43	0	38	4	34	2	0	33	22	12	32	0	1	0	0	37	30	
48	28	0	30	36	0	39	17	46	21	0	40	23	33	23	25	31	22	10	12	42	23	0	0	42	35	30	14	22	10	0	33	12	13	7	46	13	0	13	17	32	16	46	0	0	14	47	40	9	38	
24	43	36	33	1	0	0	39	30	36	24	0	42	12	11	31	22	34	0	27	42	2	30	0	28	47	30	10	0	30	35	13	7	42	3	41	31	27	27	32	0	0	13	11	45	42	11	24	28	4	
15	0	40	39	1	21	0	0	24	17	36	43	30	0	0	20	46	7	47	19	34	36	29	35	8	20	19	5	45	26	45	12	4	46	0	5	29	0	48	46	11	8	47	48	8	0	45	12	22	7	
0	40	49	7	18	48	0	47	1	0	42	3	26	0	30	0	17	11	0	31	47	38	5	0	23	2	46	35	0	18	41	22	49	38	6	27	48	0	27	36	19	0	41	1	36	29	24	19	8	14	
21	0	10	34	0	12	34	36	41	9	34	25	12	7	35	6	0	35	0	37	0	36	0	0	0	22	2	16	0	31	33	46	39	16	0	0	39	38	0	10	26	18	16	0	40	16	47	26	35	0	
0	45	14	18	36	23	0	14	0	33	33	1	6	4	35	44	28	16	0	0	1	30	30	13	7	11	32	30	24	17	0	14	24	30	19	7	21	0	7	46	15	0	34	16	0	48	18	39	0	10	
39	14	22	9	11	0	11	46	45	16	21	0	0	38	22	0	33	0	0	20	0	47	29	45	31	28	10	20	30	3	35	26	43	40	6	44	41	0	0	27	0	0	13	37	29	9	13	30	1	15	
3	0	39	10	21	2	48	22	45	17	0	41	42	21	16	0	16	35	26	17	1	6	33	0	0	30	7	18	14	5	17	2	26	19	0	3	5	10	0	16	38	5	0	7	27	29	34	1	23	15	
22	39	2	14	19	0	17	41	24	7	0	5	26	34	7	34	39	31	30	36	0	10	38	8	41	16	0	29	12	33	0	40	5	0	29	10	0	0	19	13	0	47	14	33	27	4	21	32	30	6	
42	43	38	40	45	9	17	0	0	19	41	35	0	5	21	42	24	14	40	35	1	13	3	0	39	17	14	47	22	40	0	26	37	0	3	5	36	14	27	48	34	0	33	26	43	44	22	43	0	8	
27	29	12	47	27	2	44	0	30	49	0	32	28	0	0	16	27	3	37	0	18	39	47	49	14	43	40	38	21	47	22	22	14	15	45	36	3	38	49	0	21	37	33	8	35	15	19	19	33	7	
47	42	0	28	25	5	33	17	4	34	0	2	48	3	11	22	2	29	13	45	12	0	11	29	19	13	30	34	23	29	5	33	0	40	31	18	1	2	0	7	0	33	0	17	0	26	32	4	25	9	
25	2	14	26	3	37	8	31	0	5	38	47	7	48	3	11	12	40	15	10	3	22	17	46	14	31	30	28	29	42	37	13	31	34	0	40	6	1	34	26	49	0	14	47	3	0	0	0	1	5	
10	21	0	28	0	43	32	24	27	35	0	24	11	27	16	0	7	17	47	24	0	15	0	0	0	14	32	35	32	3	41	40	25	0	0	0	21	22	5	16	36	2	34	0	0	49	40	36	0	34	
10	25	19	46	0	25	44	17	45	0	0	33	7	44	21	38	32	0	44	0	39	24	39	35	17	23	0	38	41	0	17	0	0	31	0	37	23	40	0	41	4	13	5	26	0	23	28	22	35	0	
5	24	41	0	3	30	45	3	19	32	49	17	11	0	13	8	0	0	28	49	31	6	17	13	15	44	47	28	44	24	28	0	28	39	7	22	33	14	0	39	0	0	45	8	28	32	31	36	41	0	
25	38	36	3	40	0	0	47	42	0	44	48	0	0	20	21	45	5	0	5	23	0	34	0	15	26	9	9	12	34	0	20	36	35	49	31	0	10	47	45	38	25	0	35	0	29	40	48	19	27	
0	12	10	34	0	44	15	18	47	38	9	34	15	0	24	5	30	0	9	0	22	15	23	19	47	0	5	45	41	9	44	38	0	25	14	9	8	0	38	43	38	0	49	10	12	46	34	27	2	41	
45	36	0	49	0	1	0	16	23	27	9	15	29	35	0	0	0	5	20	0	19	0	13	44	28	0	0	0	24	0	0	20	23	0	49	2	1	24	24	7	0	41	0	16	13	0	0	5	23	45	
7	24	29	24	44	36	0	16	0	0	0	12	0	44	37	0	0	10	1	32	47	25	46	27	42	26	10	9	0	20	29	0	37	33	36	7	16	0	34	47	9	14	45	0	6	0	42	49	5	36	
32	6	28	47	0	20	11	0	46	47	39	31	0	8	24	14	38	31	0	12	36	21	17	0	0	46	0	33	35	44	34	41	12	30	41	21	46	4	23	47	40	26	47	15	44	39	1	0	27	49	
0	32	45	14	0	28	31	3	6	35	1	15	45	8	2	48	30	26	17	24	47	28	0	9	49	8	40	0	0	34	9	48	0	12	2	45	0	35	21	0	2	18	10	39	34	28	47	14	3	3	
0	0	22	0	16	30	33	0	11	0	12	2	31	0	0	6	6	4	29	37	44	41	0	33	0	22	13	39	28	38	37	6	0	33	37	0	30	0	0	31	28	47	8	29	6	0	41	31	17	37	
45	45	17	20	32	33	0	0	36	34	35	18	21	7	42	45	23	3	36	8	0	24	16	31	4	24	4	21	39	25	2	35	26	14	19	22	22	38	33	14	11	17	41	28	0	40	0	38	47	15	
0	4	34	0	31	0	5	16	24	0	0	25	32	7	33	11	8	0	2	0	25	48	0	35	16	0	0	37	44	7	0	9	28	45	40	35	22	38	20	18	47	9	47	25	22	32	49	13	13	2	
28	34	40	0	18	22	8	2	40	25	12	0	15	37	40	43	37	13	0	2	0	46	39	19	0	40	21	41	23	49	42	0	47	0	34	1	21	0	37	18	11	24	42	44	9	41	17	3	40	19	
41	0	29	43	0	32	8	27	0	0	38	32	24	35	0	0	0	45	45	0	1	0	8	0	34	37	36	22	13	0	0	31	32	32	24	10	48	24	37	7	22	44	0	18	40	0	0	25	8	9	
3	18	11	0	46	23	43	47	0	18	4	47	13	12	31	29	0	38	21	8	23	33	10	22	35	45	4	26	9	0	7	47	22	36	22	0	9	0	3	0	38	19	20	0	46	0	28	23	18	30	
40	22	48	44	29	35	34	33	22	42	17	0	34	39	4	29	0	0	44	0	6	14	0	17	7	13	25	0	0	41	1	26	40	6	24	0	0	25	36	30	29	29	1	9	0	43	0	0	4	20	
0	39	12	31	16	40	16	15	0	0	4	16	28	30	0	0	22	20	30	4	31	31	36	28	47	2	0	24	0	0	43	23	18	27	2	45	12	36	36	11	0	49	15	43	41	31	34	28	0	8	
37	10	42	21	48	0	28	23	9	30	16	0	30	43	9	10	6	22	21	17	36	0	39	24	29	21	30	0	4	0	38	39	39	38	48	10	36	46	46	36	0	34	47	26	49	38	0	16	21	9	
15	27	0	0	38	0	2	34	4	15	46	45	0	19	0	0	23	20	12	18	45	38	13	16	0	14	5	0	17	23	0	13	49	17	14	49	24	4	41	48	26	33	11	14	0	33	0	0	15	9	
8	40	10	16	14	7	44	35	22	48	47	16	0	33	22	35	22	5	7	7	45	15	4	0	1	0	0	39	21	37	49	14	34	15	0	28	6	49	0	10	14	40	43	19	27	24	22	0	18	14	
0	45	2	35	35	0	0	25	38	20	0	25	41	39	0	8	29	16	27	34	1	42	45	27	48	39	19	40	19	0	18	48	9	14	0	31	0	20	34	0	13	10	12	30	18	41	2	43	25	3	
29	22	0	0	49	7	0	26	48	4	0	4	36	0	15	5	32	12	3	0	21	24	10	43	19	0	29	13	23	30	0	0	18	1	10	41	7	49	20	44	32	41	0	44	29	20	1	0	49	10	
8	40	0	0	35	0	34	32	0	0	43	10	47	37	0	7	3	14	16	16	48	31	30	1	37	0	23	31	10	29	0	2	34	25	37	43	45	1	47	0	4	16	39	12	0	0	0	34	14	4	
11	9	38	10	32	27	0	17	15	15	19	0	8	38	42	39	5	0	0	30	41	1	14	25	0	26	24	45	47	41	2	0	38	8	29	0	8	29	48	45	49	9	0	38	39	45	0	0	0	34	
17	17	24	0	0	14	39	19	20	41	29	0	0	16	24	29	32	3	14	10	33	18	4	41	0	16	39	16	8	0	7	43	0	45	30	6	46	15	47	48	35	14	14	0	19	25	8	33	43	1	
41	39	33	22	0	0	0	9	7	19	5	41	39	31	6	29	2	26	22	6	39	21	41	35	11	7	41	37	0	23	43	0	31	48	48	32	0	33	3	3	10	3	17	0	0	28	37	17	29	48	
14	7	0	23	44	26	0	37	23	21	36	0	24	0	19	6	9	45	25	10	21	22	1	30	0	0	24	0	40	42	33	36	26	3	45	41	11	0	17	39	21	35	33	43	0	44	36	23	13	2	
10	33	41	41	47	41	43	5	0	49	26	2	18	37	25	44	36	39	0	37	5	4	28	34	31	4	0	47	2	33	0	40	4	12	0	0	6	13	26	5	2	15	36	35	0	0	0	0	44	45	
25	47	0	9	33	27	2	49	27	5	49	29	0	17	3	45	44	11	15	29	0	24	44	13	30	38	8	0	0	18	16	0	48	7	38	0	34	36	38	27	0	44	27	9	0	6	4	0	18	20	
46	29	18	45	8	0	45	5	34	22	25	4	5	27	3	0	5	23	41	9	20	15	20	0	3	43	23	0	47	3	6	7	0	4	44	15	0	0	24	4	21	47	22	3	0	16	0	0	0	35	
11	18	5	0	0	36	43	0	48	35	47	38	0	0	18	33	30	0	9	37	36	39	35	42	18	0	24	6	43	24	0	13	41	29	0	27	21	2	38	16	0	14	25	0	0	14	42	0	13	49	
19	15	14	30	31	46	0	21	0	27	35	12	3	6	31	44	35	7	35	21	0	31	22	40	10	17	9	0	5	42	17	6	38	19	1	34	17	0	16	1	19	32	13	9	30	47	0	42	13	11	
48	40	20	30	30	48	44	8	19	36	0	42	37	28	22	25	25	31	0	0	24	43	29	0	14	41	6	21	33	5	38	47	47	22	48	22	41	27	35	18	15	3	26	39	9	35	29	3	28	0	
17	0	0	19	4	48	7	11	0	35	17	29	29	48	12	4	0	0	31	29	45	0	26	43	7	22	28	15	0	31	0	20	14	3	49	21	40	35	40	10	18	31	6	10	0	20	1	0	0	23	
0	24	1	0	0	24	9	9	0	0	0	0	47	0	33	46	43	15	29	0	26	18	29	0	0	0	18	0	2	10	41	1	19	27	44	48	7	0	18	0	0	3	0	46	0	41	46	28	0	0	
36	36	21	7	42	4	31	32	20	39	31	0	31	42	0	37	17	21	33	32	41	32	1	23	16	46	0	30	0	27	39	29	0	1	14	0	7	2	18	0	37	33	34	40	31	0	46	0	0	13	
40	0	20	0	38	1	19	43	0	26	5	0	22	0	45	11	0	11	32	31	0	38	5	19	0	0	46	45	39	31	26	2	19	22	0	7	27	2	24	0	34	0	39	0	49	22	19	32	31	46	
43	11	37	26	32	1	39	28	10	0	10	0	35	0	29	34	1	9	26	22	8	17	2	49	0	4	11	1	1	7	14	19	37	20	13	15	0	30	0	6	34	10	0	0	0	0	8	0	35	11	
23	20	11	12	4	0	0	25	6	0	44	26	0	43	13	39	0	0	36	38	8	0	46	31	15	12	32	11	48	48	21	17	42	7	18	18	0	0	5	26	49	2	17	35	15	11	27	2	0	35	
0	24	26	21	39	32	16	0	0	21	25	26	5	0	0	28	39	0	0	0	4	45	4	10	43	14	23	20	20	27	25	0	14	1	3	39	0	34	0	45	17	17	5	13	3	49	0	0	0	25	
23	47	13	46	48	44	47	0	0	0	30	32	0	39	8	21	40	23	31	28	12	48	0	23	46	0	8	0	0	25	0	45	0	17	30	44	23	10	0	0	37	48	0	30	16	18	17	44	42	12	
