42	47	5	34	22	17	18	0	43	37	8	33	27	7	33	39	13	0	4	8	
14	16	47	28	23	0	2	21	33	11	29	0	17	0	0	19	0	45	2	12	
23	41	24	26	48	14	36	12	13	32	10	29	9	41	43	11	42	7	0	36	
12	24	2	20	43	17	4	0	40	14	0	40	9	0	0	12	41	18	28	0	
38	31	0	18	37	19	30	33	0	33	39	46	0	37	18	8	2	31	29	2	
46	49	14	20	19	0	0	0	47	32	6	0	14	44	0	34	0	48	3	0	
0	28	38	22	9	19	0	22	13	0	46	0	25	0	29	49	20	4	26	44	
21	1	7	45	11	42	8	0	23	47	40	18	23	0	38	37	21	28	12	16	
2	0	0	1	2	33	30	0	39	7	10	0	20	3	26	30	8	43	8	46	
23	0	29	33	31	13	0	1	22	23	39	18	25	11	0	49	17	0	31	5	
5	21	23	34	0	8	22	5	22	16	36	18	31	35	48	47	23	21	40	11	
31	0	42	0	28	35	36	35	0	40	35	49	36	33	21	34	43	12	9	32	
34	0	34	26	11	32	0	13	0	14	9	14	3	0	21	4	0	48	44	14	
48	41	29	22	37	0	48	17	48	23	27	46	32	9	21	0	24	12	27	0	
22	4	7	0	37	0	41	25	5	5	34	2	4	22	13	0	0	32	0	0	
0	31	28	38	33	12	44	0	34	3	16	44	4	29	13	0	43	48	0	38	
0	0	6	9	16	9	23	0	0	31	27	39	1	47	0	18	43	17	0	27	
30	21	23	4	44	18	33	43	2	28	9	11	29	2	0	9	20	0	0	0	
44	10	0	36	6	42	28	1	31	28	49	33	0	8	19	0	0	26	0	27	
34	22	0	0	6	0	18	48	5	0	0	14	0	6	0	30	20	49	17	14	
49	41	8	0	34	36	21	18	0	0	35	0	14	42	7	43	41	26	0	4	
43	24	0	1	45	18	19	6	17	23	0	45	3	46	19	15	2	3	29	42	
0	22	44	45	9	0	31	36	3	23	36	7	36	23	15	34	2	6	17	30	
0	22	10	19	41	29	26	19	18	34	20	44	47	24	21	22	48	27	3	0	
0	26	0	47	5	45	42	12	43	0	0	35	41	17	20	0	0	15	30	32	
49	0	41	21	30	7	38	45	0	28	0	17	29	14	5	0	6	29	21	0	
45	16	18	18	27	25	39	46	24	13	49	5	13	22	37	44	0	49	0	22	
16	0	10	45	35	10	21	29	22	39	24	45	18	0	44	49	0	0	5	15	
15	44	21	37	47	36	0	0	46	4	43	31	7	25	43	17	26	0	22	47	
13	20	32	46	0	32	19	16	11	14	0	13	45	0	26	0	40	42	37	8	
23	46	5	44	1	24	43	5	24	48	30	33	6	49	0	47	0	4	35	4	
5	39	19	40	0	32	8	0	0	2	21	0	12	17	26	19	15	19	0	43	
40	29	0	37	30	47	21	27	13	0	14	32	41	20	4	11	14	6	19	49	
14	24	33	18	3	29	2	28	43	42	41	41	32	25	10	0	1	17	18	3	
38	13	5	46	11	36	20	17	35	12	31	8	3	25	38	31	32	27	0	16	
10	47	0	15	27	11	23	35	13	32	0	48	5	6	23	15	21	32	0	0	
9	39	16	20	14	14	41	45	34	36	13	8	14	1	21	8	19	9	20	0	
18	0	25	0	32	25	28	6	43	0	8	0	0	39	33	32	20	5	35	26	
13	34	14	0	0	47	3	9	31	16	49	27	6	0	12	0	28	28	24	41	
0	36	6	0	24	6	8	0	19	0	0	48	0	42	14	16	7	34	34	8	
31	20	44	27	32	0	7	0	5	6	2	0	0	42	40	45	25	18	6	27	
0	38	16	18	0	31	47	42	0	43	0	11	48	42	0	44	33	12	32	48	
5	20	10	9	18	0	0	28	0	22	15	0	0	1	18	10	0	22	10	39	
35	15	29	48	0	37	6	0	38	28	7	5	4	15	30	4	42	0	10	0	
0	49	5	0	34	48	22	35	25	9	39	7	33	0	26	45	16	22	9	46	
25	0	0	36	9	4	22	22	0	43	0	27	20	26	27	30	0	0	30	43	
11	25	48	12	32	23	39	0	19	23	20	0	12	19	38	22	25	34	38	44	
0	0	15	29	44	0	1	22	28	16	45	23	32	33	7	0	41	39	16	0	
8	39	30	5	18	0	0	0	0	18	21	19	37	21	1	41	0	46	36	1	
29	0	39	20	12	4	2	44	5	16	0	0	18	10	3	0	5	0	13	41	
36	26	17	41	0	0	8	24	2	0	49	6	36	29	32	46	38	17	19	0	
25	0	28	4	33	18	49	23	11	1	7	15	31	45	31	41	0	16	38	34	
0	0	31	26	40	16	0	7	0	47	48	12	48	0	1	4	6	21	23	16	
28	25	7	4	20	0	15	24	19	0	47	0	20	0	0	46	44	0	23	24	
32	4	31	43	25	48	27	7	7	26	0	29	12	39	44	38	33	35	31	15	
0	4	49	7	23	22	0	21	10	0	0	44	0	32	0	23	11	10	0	0	
30	0	41	43	1	14	25	0	33	0	0	0	24	12	5	16	14	48	20	17	
2	20	23	31	0	21	6	0	27	0	0	0	38	34	23	0	20	28	0	45	
15	37	31	43	20	28	16	22	14	22	18	0	45	23	4	49	40	5	22	47	
0	33	35	35	26	24	10	16	35	2	39	0	0	0	26	31	47	43	20	18	
