0	0	29	32	15	24	0	38	5	17	13	38	25	0	45	0	44	39	39	22	2	25	41	0	43	27	0	0	5	12	33	35	0	46	30	2	28	0	32	19	21	0	34	2	22	2	30	26	11	23	
19	0	11	33	48	14	21	39	49	5	7	7	0	0	45	14	26	0	0	0	41	42	0	12	24	33	0	0	0	36	49	24	46	0	44	23	49	0	4	49	44	19	21	17	12	0	29	37	49	0	
21	45	41	0	24	5	28	4	0	0	0	43	0	31	37	2	16	25	0	48	11	0	43	14	0	47	41	0	21	0	22	0	9	37	39	34	23	25	41	21	16	36	0	0	22	11	39	28	12	0	
0	15	0	12	28	0	0	15	16	46	0	0	29	5	35	0	7	19	17	8	5	11	49	0	47	38	4	42	0	0	2	47	7	7	33	21	0	45	25	0	12	33	27	44	0	9	0	7	46	23	
34	13	8	23	10	11	36	0	35	2	1	4	0	43	24	27	4	0	18	30	5	48	34	46	17	4	11	0	0	34	5	10	0	0	0	15	13	0	38	43	24	36	47	0	15	2	0	22	0	46	
9	20	47	40	15	27	0	36	37	9	14	36	0	6	0	23	9	13	7	17	19	22	0	36	43	32	0	14	10	27	0	10	0	6	15	23	33	5	31	5	30	0	30	32	35	43	24	0	11	11	
18	20	15	3	0	0	33	44	18	14	27	2	11	44	20	9	47	23	12	9	29	0	1	25	0	48	0	6	12	14	18	33	2	45	35	12	0	0	22	9	14	0	47	4	20	10	0	7	43	5	
32	13	18	13	0	48	9	28	0	3	43	6	12	49	3	37	39	0	8	12	5	43	3	27	36	24	49	32	21	36	48	37	3	23	7	6	0	29	0	0	20	14	43	24	12	42	42	15	15	0	
40	21	22	16	39	44	10	39	0	0	0	47	0	0	14	4	20	46	23	3	0	9	12	11	15	42	30	47	47	49	37	11	2	0	10	30	18	23	15	0	0	48	19	29	40	23	31	0	10	11	
28	0	0	17	10	0	31	43	18	15	0	21	15	23	27	0	11	10	15	7	1	11	28	26	0	30	0	4	20	3	11	36	18	9	31	13	24	0	22	24	3	16	28	0	3	23	30	28	21	30	
24	1	8	19	0	0	49	46	14	0	28	28	10	2	41	26	27	47	33	0	46	32	29	4	3	11	0	41	48	49	9	46	8	6	16	3	40	24	22	31	21	23	12	0	23	46	0	4	40	0	
24	0	0	0	10	1	19	17	30	42	3	44	28	32	46	22	4	12	27	47	9	25	0	3	2	46	36	0	8	4	19	0	42	45	10	36	2	31	15	15	0	0	38	5	3	32	0	1	47	7	
0	7	11	48	19	0	22	8	36	10	25	48	15	4	10	37	45	15	3	47	42	49	33	31	25	14	1	18	11	36	0	11	24	19	16	49	19	37	29	19	46	16	0	8	0	0	0	47	21	31	
34	0	0	0	9	0	8	6	25	0	3	8	0	0	1	14	36	0	7	39	30	1	1	0	16	43	48	0	23	0	48	44	0	9	19	36	47	27	47	22	34	3	22	31	0	20	0	32	37	29	
16	39	30	18	19	8	1	17	0	0	44	38	0	31	2	46	0	44	0	16	44	32	0	22	0	8	20	0	14	0	42	0	0	38	36	0	8	0	10	10	45	29	37	23	0	38	0	39	20	0	
0	0	2	45	0	26	0	27	0	43	29	6	25	35	49	12	10	30	38	41	16	13	14	11	0	23	3	18	11	0	24	29	7	26	0	41	21	0	29	15	41	0	41	35	0	0	0	42	34	24	
24	36	12	0	23	42	2	21	49	41	0	5	10	0	47	46	0	19	42	33	4	49	0	40	6	48	20	29	43	26	36	42	0	4	40	0	0	20	34	38	0	25	0	26	39	37	15	23	18	0	
15	0	40	22	8	6	0	0	46	13	37	30	5	2	0	44	48	9	0	17	46	11	0	0	28	16	46	23	15	8	0	47	40	33	35	35	0	0	0	0	3	0	5	30	0	0	6	26	0	48	
18	6	14	44	14	12	1	10	0	12	0	10	49	0	22	17	6	3	12	35	0	18	20	0	16	47	8	42	0	24	46	20	28	49	19	2	0	41	0	0	7	34	37	32	23	0	36	29	11	35	
46	0	48	32	0	30	16	0	31	0	0	6	31	48	13	0	43	2	28	12	0	14	3	12	48	0	5	39	0	34	39	26	0	0	30	0	34	26	5	15	42	19	34	21	43	0	13	5	0	22	
0	4	14	13	16	28	22	30	32	33	21	32	48	2	18	6	15	14	14	4	0	12	2	35	0	7	8	38	26	3	37	10	43	0	0	7	39	18	6	26	0	22	18	0	0	27	45	0	18	40	
0	13	32	18	11	13	36	20	42	36	0	4	22	39	0	0	14	45	0	0	36	24	9	0	5	28	23	20	11	26	40	0	24	7	32	32	49	41	21	0	26	25	7	44	49	10	38	47	49	32	
16	6	22	5	14	41	47	37	37	15	31	12	25	28	47	3	22	0	6	0	4	49	47	8	9	13	8	38	3	20	32	44	9	0	38	37	37	44	0	0	36	35	11	2	48	6	46	0	0	2	
0	25	35	41	11	0	35	0	46	29	39	26	32	42	3	44	43	35	23	0	46	24	8	40	9	21	16	20	26	0	17	37	23	41	22	0	47	24	10	14	14	49	32	15	0	0	16	12	17	0	
42	43	19	0	1	30	49	33	0	31	1	37	11	10	30	16	35	34	47	14	44	0	0	0	31	8	18	6	49	16	47	25	17	18	0	3	17	49	10	0	29	13	28	43	19	29	5	33	33	29	
23	35	40	43	5	2	35	44	45	0	39	0	37	0	27	21	27	41	46	27	0	4	7	20	39	48	20	34	36	14	11	23	0	36	26	48	2	0	41	13	19	22	24	33	0	0	48	46	27	5	
0	9	0	37	37	19	48	18	16	29	20	7	41	0	4	0	39	30	1	31	17	1	35	13	35	29	26	49	7	17	0	18	30	1	20	31	46	0	14	7	3	0	41	26	36	48	10	12	34	2	
