9	0	0	29	47	0	34	47	0	0	14	23	19	5	28	45	12	38	8	32	0	4	20	12	38	16	1	1	43	40	33	0	47	11	20	19	2	21	0	0	8	43	25	0	45	42	8	0	23	31	10	41	40	3	40	17	41	44	17	7	43	40	14	29	28	15	30	49	40	0	11	0	12	28	20	45	0	37	0	17	45	37	2	9	11	31	0	34	42	2	24	35	10	41	30	48	22	41	0	49	
30	0	0	32	45	0	26	18	0	0	20	24	33	4	37	7	15	30	13	7	0	45	9	28	17	19	16	5	40	36	36	0	10	42	43	46	33	13	0	0	5	12	31	0	49	3	40	0	49	46	45	9	10	31	36	24	33	9	25	12	34	42	2	4	41	27	44	35	5	0	44	0	48	36	29	4	0	28	0	7	44	49	27	10	12	45	0	44	46	6	25	26	32	4	45	14	9	42	0	7	
38	0	0	24	37	0	19	39	0	0	26	26	13	14	19	18	2	22	15	35	0	19	41	15	2	49	12	35	31	34	10	0	42	16	45	32	1	14	0	0	38	1	28	0	48	12	42	0	2	3	25	20	21	29	31	25	38	11	46	44	22	36	24	12	45	37	18	18	23	0	35	0	29	34	39	4	0	33	0	17	46	49	41	10	11	9	0	23	1	48	13	7	7	28	25	32	41	24	0	1	
25	0	0	40	48	0	20	3	0	0	41	15	46	6	6	29	14	49	22	33	0	37	32	29	49	12	12	1	32	37	30	0	19	41	26	44	48	38	0	0	1	44	28	0	20	20	25	0	28	38	5	22	15	25	40	12	9	21	28	49	22	18	27	14	22	28	44	45	47	0	32	0	10	13	38	11	0	12	0	19	36	33	24	37	33	38	0	34	17	15	34	24	6	30	18	7	44	42	0	17	
14	0	0	13	23	0	22	43	0	0	34	11	9	14	29	39	14	32	18	12	0	16	16	6	20	37	32	14	39	16	5	0	32	43	10	32	11	26	0	0	49	25	7	0	23	23	15	0	16	11	31	24	5	41	44	29	5	31	46	20	12	11	34	12	29	7	28	12	8	0	17	0	9	31	28	43	0	20	0	14	8	45	20	10	1	30	0	9	21	10	39	30	38	30	6	5	12	49	0	33	
5	0	0	12	17	0	16	34	0	0	25	11	24	3	49	17	46	33	22	42	0	24	25	49	36	36	5	28	30	36	21	0	18	32	29	22	8	26	0	0	24	2	37	0	20	3	46	0	17	34	48	7	7	36	19	47	43	3	48	29	26	11	28	34	18	19	45	44	46	0	40	0	29	32	21	17	0	29	0	2	15	20	30	29	6	37	0	30	12	41	34	31	21	12	41	19	48	2	0	2	
38	0	0	11	7	0	37	34	0	0	8	22	22	13	19	12	6	1	12	42	0	39	48	1	6	39	18	36	10	49	31	0	15	9	28	40	28	8	0	0	24	31	2	0	4	16	30	0	39	14	35	23	18	32	45	47	13	37	37	38	26	24	26	16	25	42	7	5	39	0	12	0	46	27	37	47	0	33	0	7	26	18	46	19	48	9	0	25	35	19	32	1	39	13	36	15	16	27	0	18	
48	0	0	40	48	0	37	21	0	0	17	10	41	41	3	21	42	22	44	5	0	49	35	42	20	18	26	7	10	7	48	0	2	46	48	9	26	23	0	0	34	19	11	0	5	14	48	0	18	40	17	25	44	5	37	24	7	9	46	5	2	15	20	12	28	31	44	33	18	0	26	0	2	46	1	37	0	19	0	16	8	19	13	32	38	48	0	48	23	42	36	45	12	42	11	2	36	5	0	20	
14	0	0	47	23	0	27	32	0	0	12	29	39	44	45	1	43	13	31	17	0	40	43	4	43	2	45	22	39	43	49	0	45	29	37	3	32	18	0	0	49	22	32	0	47	39	48	0	6	36	49	46	12	24	17	2	20	36	47	35	35	31	20	11	28	41	28	6	27	0	29	0	13	32	4	15	0	44	0	33	10	40	15	21	48	44	0	49	45	39	47	36	15	3	16	43	40	37	0	31	
24	0	0	42	6	0	8	19	0	0	36	43	38	17	20	27	27	22	9	10	0	24	2	20	41	20	6	3	11	32	29	0	29	13	17	10	28	11	0	0	8	38	34	0	37	8	24	0	36	24	32	28	39	44	44	25	29	49	2	46	12	46	35	14	47	2	23	26	17	0	47	0	10	3	40	42	0	6	0	36	26	19	18	24	22	36	0	24	28	9	11	15	26	46	40	12	1	8	0	40	
21	0	0	42	29	0	21	46	0	0	10	44	21	18	7	39	13	5	44	2	0	9	23	28	27	35	5	49	43	45	42	0	20	32	28	24	16	16	0	0	16	15	40	0	20	22	13	0	12	23	9	28	31	7	36	17	39	39	30	15	22	10	19	1	27	4	30	41	31	0	27	0	48	42	45	38	0	27	0	15	31	9	43	14	19	12	0	49	30	14	43	20	35	1	17	21	43	19	0	43	
